1 1 -0.561505519 0.4878295756 1.2282392494
2 1 1.3904575806 2.3081926807 3.2545335904
3 1 0.3187268287 1.3821451515 2.3248423709
4 1 0.768878872 1.8274444091 2.7721068286
5 1 2.1320176702 3.3027265459 4.286858615
6 1 1.3108796771 2.1698182141 3.0676975036
7 1 0.4911777697 1.5939763847 2.5948961605
8 1 -1.586964219 -0.531751263 0.5459035061
9 1 1.778440735 2.8414864803 3.7243145632
10 1 0.2208865994 1.179471884 1.9871208913
11 1 1.3741239161 2.4793704271 3.6128508825
12 1 1.0119225361 1.8973085307 2.7849297561
13 1 1.2488960395 2.3624284948 3.3994517898
14 1 0.4360124118 1.5041518462 2.5441290273
15 1 -0.817052869 0.105507004 1.107924207
16 1 2.3494394226 3.2787163276 4.3262606574
17 1 0.5297638404 1.5236615698 2.5866091314
18 1 0.1237252603 1.1508980746 1.9649434627
19 1 0.9458407082 1.988455195 3.1040667292
20 1 1.308199048 2.2368218154 3.1633677754
21 1 1.2332592749 2.149082518 3.1945213953
22 1 -0.246596206 0.7377708108 1.7234866313
23 1 0.6159632702 1.7647579993 2.8021872323
24 1 1.6232618881 2.4411895201 3.3785148193
25 1 1.6107652523 2.5581338596 3.4464902808
26 2 0.5418553916 1.7759678834 2.601652574
27 2 1.9833870938 3.0024998169 3.9833333023
28 2 0.2689972623 1.258073044 2.3680722083
29 2 0.9006830209 1.9044432425 2.8070109603
30 2 0.0674430803 1.0314816542 1.9774949828
31 2 1.4238722815 2.1886329638 3.3703071851
32 2 0.6351733638 1.5390866613 2.5601578657
33 2 2.0704788456 3.1451368549 4.1595223051
34 2 0.76476561 1.6223762174 2.5899898484
35 2 -0.177539505 0.7455616362 1.5985295881
36 2 0.68106817 1.6671779618 2.8471035284
37 2 2.3316924547 3.315634189 4.2839989698
38 2 1.0041802661 1.8698528285 2.9583955193
39 2 0.2239972955 1.1629013412 2.1160409299
40 2 0.8743818525 1.9239666847 2.9714281928
41 2 1.1495261659 2.1080954546 3.0345720871
42 2 2.1202347663 3.0638150444 4.0452404587
43 2 -0.211422088 0.7455875109 1.4825958288
44 2 2.4754673528 3.3473414382 4.3984468014
45 2 1.8040617719 2.8353723078 3.9420461079
46 2 0.386717031 1.3421021775 2.4761411102
47 2 0.1880649641 0.9653279738 2.0663707117
48 2 1.5238756557 2.4974183335 3.4603020861
49 2 1.1306083873 2.09674196 3.0839758394
50 2 1.0661849065 2.1765543877 3.0884774041
51 3 -0.028561972 0.8530666953 1.9182341661
52 3 -1.54570093 -0.416865174 0.8333281786
53 3 0.3771773354 1.5469947243 2.5875764238
54 3 1.2356993604 2.1877024822 3.1864047541
55 3 0.5058342061 1.7220796323 2.8303022119
56 3 1.0903973977 2.0196466298 3.1092842086
57 3 -1.452789477 -0.521160887 0.3489590521
58 3 -0.466897372 0.5714670302 1.7057279737
59 3 0.1191422966 1.1591026311 2.2512839004
60 3 -0.751328088 0.1577372497 1.1767062619
61 3 -0.675742634 0.3771478409 1.5179236495
62 3 -0.309055428 0.5243617936 1.4468796476
63 3 -0.396889044 0.6569207418 1.6157374021
64 3 0.1336862724 1.1608975854 1.9670900825
65 3 0.9419077542 2.1133141031 3.0884300898
66 3 0.2622070509 1.1230189113 2.2353681426
67 3 -0.364826557 0.6047058286 1.5007423771
68 3 1.0823731405 1.969908241 3.0575569894
69 3 -2.093118236 -1.155561873 -0.05055141
70 3 -0.406244153 0.6570681186 1.7557734158
71 3 -0.658437023 0.3558303408 1.3273925115
72 3 -0.344653437 0.8358283752 1.9567101895
73 3 -0.528650567 0.5405550634 1.6328085038
74 3 -0.304802398 0.5405089107 1.470128701
75 3 1.0913416878 1.9867456166 3.0243042693
76 4 0.6318325601 1.7734257668 2.6755381206
77 4 -0.701475688 0.356297305 1.4420253285
78 4 -0.15622668 0.6915231448 1.6769508574
79 4 1.6947318211 2.7552732628 3.7881958366
80 4 0.2330087456 1.2740418085 2.2108330877
81 4 -1.048727344 0.0375196737 1.0004726271
82 4 0.7406543304 1.7073740953 2.8226466327
83 4 0.5769959529 1.5973156757 2.5575556714
84 4 -0.96623 0.0439987155 1.052915134
85 4 0.118999544 1.1145687487 2.2440042405
86 4 0.7606001972 1.5988168172 2.5708782729
87 4 -0.501072371 0.5719542959 1.4760600047
88 4 0.7889080462 1.9753878376 2.918351652
89 4 -0.833571633 0.2602768094 1.1819192312
90 4 -0.565389939 0.5100113808 1.4776969417
91 4 -0.67344807 0.4520035098 1.3802657529
92 4 0.1482085661 1.1819349931 2.0057406163
93 4 -0.771693186 0.220577322 1.1626807466
94 4 -0.532321189 0.4206725842 1.3642037353
95 4 2.4730235001 3.4183356631 4.3994135646
96 4 -0.817086568 0.2949020081 1.2612831403
97 4 -1.697925485 -0.706538396 0.2848931655
98 4 0.7222787687 1.8264426281 2.8538758642
99 4 -0.707559838 0.4446049282 1.3933682076
100 4 0.0901594494 0.8726857333 1.923627893
